Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1991,8,,210,7,Y,,Kevin Hodges (minors),RHP,0.1,0.0,0.0,0.0,,,13.0,0.0,0.0,5.19,1.73,0.0,HS,"Klein Oak HS (Spring, TX)",8
1990,8,,234,26,Y,,Phil Hiatt (minors),3B,-1.4,170.0,422.0,13.0,0.216,0.645,,,,,,,4Yr,"Louisiana Tech University (Ruston, LA)",8
1989,8,,205,13,Y,,Matt Karchner (minors),RHP,2.4,61.0,0.0,0.0,,,223.0,21.0,13.0,4.21,1.55,27.0,4Yr,"Bloomsburg University of Pennsylvania (Bloomsburg, PA)",8
1988,8,,205,18,Y,,Randy Vaughn (minors),RHP,,,,,,,,,,,,,JC,"Shelton State Community College (Tuscaloosa, AL)",8
1987,8,,197,9,Y,,Kevin Shaw (minors),RHP,,,,,,,,,,,,,HS,"Katella HS (Anaheim, CA)",8
1986,8,,209,24,Y,,Mike Oglesbee (minors),1B,,,,,,,,,,,,,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",8
1985,8,,201,17,Y,,Deric Ladnier (minors),3B,,,,,,,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",8
1984,8,,200,16,Y,,Kurt Kunz (minors),SS,,,,,,,,,,,,,4Yr,"University of Wisconsin-Parkside (Kenosha, WI)",8
1983,8,,205,21,Y,,Carey Ross (minors),3B,,,,,,,,,,,,,4Yr,"Central Michigan University (Mount Pleasant, MI)",8
1982,8,,194,10,Y,,Art Martinez (minors),RHP,,,,,,,,,,,,,4Yr,"Grand Canyon University (Phoenix, AZ)",8
1981,8,,204,23,Y,,Warren Skelton (minors),SS,,,,,,,,,,,,,HS,"Harrison HS (Evansville, IN)",8
1980,8,,197,16,Y,,Cliff Pastornicky (minors),SS,-0.4,10.0,32.0,2.0,0.125,0.438,,,,,,,4Yr,"Brigham Young University (Provo, UT)",8
1979,8,,203,21,N,,Doran Perdue (minors),2B,,,,,,,,,,,,,4Yr,"Murray State University (Murray, KY)",8
1978,8,,207,25,Y,,Jeff Cornell (minors),RHP,-1.0,23.0,4.0,0.0,0.0,0.0,23.0,1.0,3.0,6.1,1.9,0.0,4Yr,"University of Missouri (Columbia, MO)",8
1977,8,,203,21,Y,,Gerald Ako (minors),RHP,,,,,,,,,,,,,4Yr,"University of Hawaii at Manoa (Honolulu, HI)",8
1976,8,,186,18,Y,,Tim Riley (minors),3B,,,,,,,,,,,,,4Yr,"University of Nevada, Reno (Reno, NV)",8
1975,8,,177,9,N,,James Murphy (minors),C,,,,,,,,,,,,,HS,"Port Clinton HS (Port Clinton, OH)",8
1974,8,,186,18,Y,,Edward Sempsrott (minors),LHP,,,,,,,,,,,,,HS,"Danville HS (Danville, IL)",8
1973,8,,177,9,Y,,Bob Falcon (minors),LHP,,,,,,,,,,,,,4Yr,"Texas A&M University (College Station, TX)",8
1972,8,,186,18,Y,,Stan Butkus (minors),RHP,,,,,,,,,,,,,4Yr,"University of South Alabama (Mobile, AL)",8
1971,8,,178,6,Y,,Gary Dunkleberger (minors),RHP,,,,,,,,,,,,,4Yr,"Chapman University (Orange, CA)",8
1970,8,,181,9,Y,,Bruce Griggs (minors),RHP,,,,,,,,,,,,,HS,"Thornridge HS (Dolton, IL)",8
1969,8,,191,23,Y,,Tom Lugo (minors),SS,,,,,,,,,,,,,HS,"Sweetwater HS (National City, CA)",8
1968,8,,180,24,N,,Clark Ullom (minors),LHP,,,,,,,,,,,,,HS,"Shawnee Mission South HS (Overland Park, KS)",8
2023,9,,259,5,Y,"$137,500",Jacob Widener (minors),P,,,,,,,,,,,,,4Yr,"Oral Roberts University (Tulsa, OK)",9
2022,9,,265,9,Y,"$47,500",Brandon Johnson (minors),P,,,,,,,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",9
2021,9,,259,7,Y,"$17,500",Parker Bates (minors),OF,,,,,,,,,,,,,4Yr,"Louisiana Tech University (Ruston, LA)",9
2019,9,,259,2,Y,"$2,500",Clay Dungan (minors),SS,,,,,,,,,,,,,4Yr,"Indiana State University (Terre Haute, IN)",9
2018,9,,272,18,Y,"$144,600",Kevon Jackson (minors),CF,,,,,,,,,,,,,HS,"Queen Creek HS (Queen Creek, AZ)",9
2017,9,,270,15,Y,"$2,500",J.C. Cloney (minors),LHP,,,,,,,,,,,,,4Yr,"University of Arizona (Tucson, AZ)",9
2016,9,,283,27,Y,"$115,000",Walker Sheller (minors),RHP,,,,,,,,,,,,,4Yr,"Stetson University (DeLand, FL)",9
2015,9,,279,24,Y,,Joey Markus (minors),LHP,,,,,,,,,,,,,JC,"Indian River State College (Fort Pierce, FL)",9
2014,9,,273,18,Y,"$5,000",Brandon Thomasson (minors),OF,,,,,,,,,,,,,4Yr,"Tennessee Technological University (Cookeville, TN)",9
2013,9,,264,8,Y,"$5,000",Daniel Rockett (minors),OF,,,,,,,,,,,,,4Yr,"University of Texas at San Antonio (San Antonio, TX)",9
2012,9,,283,5,Y,"$125,000",Daniel Stumpf (minors),LHP,0.8,22.0,0.0,0.0,,,166.0,2.0,7.0,4.66,1.57,0.0,JC,"San Jacinto College, North Campus (Houston, TX)",9
2011,9,,276,5,Y,"$90,000",Aaron Brooks (minors),RHP,-1.5,3.0,5.0,0.0,0.0,0.0,52.0,9.0,13.0,6.55,1.5,0.0,4Yr,"California State University, San Bernardino (San Bernardino, CA)",9
2010,9,,269,4,Y,"$100,000",Whit Merrifield (minors),RF,17.9,1052.0,4174.0,90.0,0.284,0.75,1.0,0.0,0.0,18.0,2.0,0.0,4Yr,"University of South Carolina (Columbia, SC)",9
2009,9,,272,11,Y,"$100,000",Ben Theriot (minors),C,,,,,,,,,,,,,4Yr,"Texas State University (San Marcos, TX)",9
2008,9,,265,3,Y,"$75,000",J.D. Alfaro (minors),SS,,,,,,,,,,,,,JC,"Grayson College (Denison, TX)",9
2007,9,,276,2,N,,Zach Kenyon (minors),RHP,,,,,,,,,,,,,HS,"Davenport HS (Davenport, IA)",9
2006,9,,257,1,Y,"$50,000",Marc Maddox (minors),2B,,,,,,,,,,,,,4Yr,"University of Southern Mississippi (Hattiesburg, MS)",9
2005,9,,262,2,Y,"$75,000",Kiel Thibault (minors),C,,,,,,,,,,,,,4Yr,"Gonzaga University (Spokane, WA)",9
2004,9,,265,14,Y,"$40,000",Chris McConnell (minors),SS,,,,,,,,,,,,,HS,"Delsea Regional HS (Franklinville, NJ)",9
2003,9,,252,5,Y,"$1,000",John Gragg (minors),LHP,,,,,,,,,,,,,4Yr,"Bethune-Cookman University (Daytona Beach, FL)",9
2002,9,,258,6,Y,,Matt Tupman (minors),C,0.1,1.0,1.0,0.0,1.0,2.0,,,,,,,4Yr,"University of Massachusetts Lowell (Lowell, MA)",9
2001,9,,265,9,Y,,Justin Nelson (minors),LHP,,,,,,,,,,,,,,,9
2000,9,,254,4,Y,,Luis Escobar (minors),C,,,,,,,,,,,,,HS,"Fernando Callejo HS (Manati, Puerto Rico)",9
1999,9,,271,7,Y,,Mark Ellis (minors),SS,33.5,1435.0,5117.0,105.0,0.263,0.711,,,,,,,4Yr,"University of Florida (Gainesville, FL)",9
1998,9,,257,4,Y,,Paul Phillips (minors),OF,0.5,91.0,221.0,3.0,0.262,0.655,,,,,,,4Yr,"University of Alabama (Tuscaloosa, AL)",9
1997,9,,271,7,Y,,Kris Wilson (minors),RHP,-0.5,1.0,3.0,0.0,0.333,0.667,95.0,14.0,9.0,5.44,1.53,1.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",9
1996,9,,259,14,N,,Jeremy Morris (minors),OF,,,,,,,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",9
1995,9,,246,19,Y,,Mike Robbins (minors),LHP,,,,,,,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",9
1994,9,,247,16,N,,Kris Didion (minors),3B,,,,,,,,,,,,,HS,"Riverside Polytechnic HS (Riverside, CA)",9
1993,9,,245,5,N,,Chad Green (minors),OF,,,,,,,,,,,,,HS,"Mentor HS (Mentor, OH)",9
1992,9,,246,10,Y,,Bart Evans (minors),RHP,0.2,0.0,0.0,0.0,,,8.0,0.0,0.0,2.0,0.78,0.0,4Yr,"Missouri State University (Springfield, MO)",9
1991,9,,236,7,Y,,Steve Hinton (minors),OF,,,,,,,,,,,,,4Yr,"Creighton University (Omaha, NE)",9
1990,9,,261,26,Y,,Tony Lee (minors),RHP,,,,,,,,,,,,,HS,"Eldorado HS (Las Vegas, NV)",9
1989,9,,231,13,N,,Keith Adaway (minors),OF,,,,,,,,,,,,,HS,"Parkway South HS (Manchester, MO)",9
1988,9,,231,18,Y,,Jeff Hulse (minors),C,,,,,,,,,,,,,4Yr,"Kansas State University (Manhattan, KS)",9
1987,9,,223,9,Y,,Bud Adams (minors),RHP,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",9
1986,9,,235,24,N,,Paul Murphy (minors),3B,,,,,,,,,,,,,4Yr,"University of Delaware (Newark, DE)",9
1985,9,,227,17,Y,,Kevin Karcher (minors),RHP,,,,,,,,,,,,,JC,"Oakland Community College (Farmington Hills, MI)",9
1984,9,,226,16,N,,Bill Cunningham (minors),LHP,,,,,,,,,,,,,4Yr,"The Ohio State University (Columbus, OH)",9
1983,9,,231,21,N,,Montie Phillips (minors),OF,,,,,,,,,,,,,HS,"A. C. Davis HS (Yakima, WA)",9
1982,9,,220,10,Y,,Israel Sanchez (minors),LHP,-0.3,0.0,0.0,0.0,,,30.0,3.0,2.0,5.36,1.61,1.0,HS,"Von Steuben HS (Chicago, IL)",9
1981,9,,230,23,Y,,John Bryant (minors),RHP,,,,,,,,,,,,,4Yr,"University of La Verne (La Verne, CA)",9
1980,9,,223,16,Y,,Bert Johnson (minors),LHP,,,,,,,,,,,,,HS,"Cypress Lake HS (Fort Myers, FL)",9
1979,9,,229,21,Y,,Robin Townley (minors),OF,,,,,,,,,,,,,4Yr,"California State University, Long Beach (Long Beach, CA)",9
1978,9,,233,25,Y,,Erik Hendricks (minors),RHP,,,,,,,,,,,,,4Yr,"Chapman University (Orange, CA)",9
1977,9,,229,21,N,,Bobby Bonner (minors),SS,-0.4,61.0,108.0,0.0,0.194,0.479,,,,,,,4Yr,"Texas A&M University (College Station, TX)",9
