Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2001,2,,68,24.0,Y,"$600,000",Brian Pilkington (minors),RHP,,,,,,,,,,,,,HS,"Santiago HS (Garden Grove, CA)",2
2000,2,,57,17.0,Y,"$615,000",Joel Hanrahan (minors),RHP,4.6,340.0,17.0,0.0,0.235,0.706,362.0,22.0,18.0,3.85,1.4,100.0,HS,"Norwalk HS (Norwalk, IA)",2
1999,2,,69,18.0,Y,"$800,000",*Brennan King (minors),SS,,,,,,,,,,,,,HS,"Oakland HS (Murfreesboro, TN)",2
1999,2s,,83,32.0,N,,*Drew Meyer (minors),SS,-0.3,5.0,14.0,0.0,0.214,0.429,,,,,,,HS,"Bishop England HS (Charleston, SC)",2
1998,2,,66,23.0,Y,"$420,000",Mike Fischer (minors),RHP,,,,,,,,,,,,,4Yr,"University of South Alabama (Mobile, AL)",2
1997,2,,76,24.0,N,,Chase Utley (minors),SS,64.5,1937.0,6857.0,259.0,0.275,0.823,,,,,,,HS,"Long Beach Polytechnic HS (Long Beach, CA)",2
1997,2s,,83,31.0,Y,,*Steve Colyer (minors),LHP,0.0,24.0,0.0,0.0,,,61.0,1.0,1.0,5.04,1.83,0.0,HS,"Fort Zumwalt South HS (St. Peters, MO)",2
1996,2,,58,23.0,Y,,Josh Glassey (minors),C,,,,,,,,,,,,,HS,"Mission Bay HS (San Diego, CA)",2
1995,2,,50,20.0,Y,,Darrin Babineaux (minors),RHP,,,,,,,,,,,,,4Yr,"University of Louisiana at Lafayette (Lafayette, LA)",2
1994,2,,47,13.0,Y,,Gary Rath (minors),LHP,-0.3,3.0,0.0,0.0,,,8.0,0.0,1.0,11.25,2.0,0.0,4Yr,"Mississippi State University (Mississippi State, MS)",2
1992,2,,49,11.0,Y,,*Dwaine Bostic (minors),SS,,,,,,,,,,,,,HS,"Samuel F. B. Morse HS (San Diego, CA)",2
1992,2,,57,19.0,Y,,Dan Melendez (minors),1B,,,,,,,,,,,,,4Yr,"Pepperdine University (Malibu, CA)",2
1990,2s,,68,28.0,Y,,*Leroy Williams (minors),SS,,,,,,,,,,,,,HS,"East St. John HS (Reserve, LA)",2
1990,2s,,73,33.0,Y,,*Scott Freeman (minors),RHP,,,,,,,,,,,,,4Yr,"University of Wyoming (Laramie, WY)",2
1989,2,,41,11.0,Y,,*Billy Lott (minors),OF,,,,,,,,,,,,,HS,"Petal HS (Petal, MS)",2
1989,2,,52,22.0,N,,Stan Payne (minors),LHP,,,,,,,,,,,,,HS,"Clarke Central HS (Athens, GA)",2
1987,2,,40,8.0,Y,,Don Carroll (minors),OF,,,,,,,,,,,,,HS,"Granite Hills HS (El Cajon, CA)",2
1986,2,,47,19.0,Y,,Dave Hansen (minors),SS,3.7,1230.0,1793.0,35.0,0.26,0.729,,,,,,,HS,"Rowland HS (Rowland Heights, CA)",2
1985,2,,31,3.0,Y,,*Mike Watters (minors),2B,,,,,,,,,,,,,4Yr,"University of Michigan (Ann Arbor, MI)",2
1985,2,,38,10.0,Y,,Jeremy Smith (minors),C,,,,,,,,,,,,,4Yr,"Morehead State University (Morehead, KY)",2
1984,2,,51,23.0,Y,,Tim Scott (minors),RHP,1.9,275.0,15.0,0.0,0.067,0.133,276.0,24.0,13.0,4.13,1.4,5.0,HS,"Hanford HS (Hanford, CA)",2
1983,2,,38,10.0,Y,,*Mike Cherry (minors),RHP,,,,,,,,,,,,,4Yr,"The Citadel (Charleston, SC)",2
1983,2,,46,18.0,Y,,Bob Hamilton (minors),RHP,,,,,,,,,,,,,HS,"Northeast HS (St. Petersburg, FL)",2
1983,2,,48,20.0,Y,,*Luis Lopez (minors),C,-0.5,41.0,88.0,0.0,0.205,0.517,,,,,,,HS,"Lafayette HS (Brooklyn, NY)",2
1982,2,,47,19.0,Y,,Rich Flores (minors),SS,,,,,,,,,,,,,HS,"Coachella Valley HS (Coachella, CA)",2
1981,2,,48,22.0,Y,,Sid Bream (minors),1B,11.1,1088.0,3108.0,90.0,0.264,0.756,,,,,,,4Yr,"Liberty University (Lynchburg, VA)",2
1981,2,,50,24.0,Y,,*Lemmie Miller (minors),OF,-0.1,8.0,12.0,0.0,0.167,0.398,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
1979,2,,50,24.0,Y,,David Lanning (minors),3B,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",2
1978,2,,47,21.0,Y,,Clay Smith (minors),SS,,,,,,,,,,,,,HS,"Northwest Classen HS (Oklahoma City, OK)",2
1977,2,,46,20.0,Y,,Joe Beckwith (minors),RHP,2.9,131.0,19.0,0.0,0.053,0.153,229.0,18.0,19.0,3.54,1.38,7.0,4Yr,"Auburn University (Auburn, AL)",2
1976,2,,43,19.0,Y,,Don Ruzek (minors),SS,,,,,,,,,,,,,HS,"Lakewood HS (Lakewood, CA)",2
1975,2,,48,24.0,Y,,Myron White (minors),OF,0.0,7.0,4.0,0.0,0.5,1.0,,,,,,,HS,"Santa Ana Valley HS (Santa Ana, CA)",2
1974,2,,45,21.0,Y,,Steve Shirley (minors),LHP,0.0,11.0,1.0,0.0,1.0,2.0,11.0,1.0,1.0,4.26,1.74,0.0,HS,"Terra Nova HS (Pacifica, CA)",2
1973,2,,42,18.0,Y,,Mike Paciorek (minors),SS,,,,,,,,,,,,,HS,"St. Mary's HS (Detroit, MI)",2
1972,2,,41,17.0,Y,,Cleo Smith (minors),1B,,,,,,,,,,,,,HS,"Ells HS (Richmond, CA)",2
1971,2,,44,20.0,Y,,Greg Reinecker (minors),RHP,,,,,,,,,,,,,HS,"Edgewood HS (West Covina, CA)",2
1970,2,,33,9.0,Y,,Randy Fairbanks (minors),LHP,,,,,,,,,,,,,HS,"Satellite HS (Satellite Beach, FL)",2
1969,2,,32,8.0,Unk,,Elvin Ervin (minors),LHP,,,,,,,,,,,,,HS,"Putnam City HS (Oklahoma City, OK)",2
1968,2,,25,5.0,Y,,Bill Buckner (minors),1B,15.0,2517.0,9397.0,174.0,0.289,0.729,,,,,,,HS,"Napa HS (Napa, CA)",2
1967,2,,40,20.0,Y,,Thomas Harris (minors),SS,,,,,,,,,,,,,HS,"Central Gwinnett HS (Lawrenceville, GA)",2
1966,2,,39,19.0,Y,,John Gamble (minors),SS,-0.1,13.0,3.0,0.0,0.0,0.0,,,,,,,HS,"Carson HS (Carson City, NV)",2
1965,2,,28,8.0,Y,,Alan Foster (minors),RHP,5.0,225.0,295.0,0.0,0.119,0.288,217.0,48.0,63.0,3.74,1.34,0.0,HS,"Los Altos HS (Hacienda Heights, CA)",2
2023,3,,95,25.0,Y,"$703,000",Brady Smith (minors),P,,,,,,,,,,,,,HS,"Grainger HS (Rutledge, TN)",3
